,0.0,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,2.0,2.2,2.4,2.6,2.8,3.0
4.0,0.37,0.36,0.36,0.36,0.35,0.34,0.34,0.33,0.32,0.31,0.3,0.29,0.27,0.26,0.25,0.24
3.8,0.37,0.37,0.37,0.37,0.36,0.35,0.34,0.33,0.32,0.31,0.3,0.29,0.27,0.26,0.25,0.24
3.6,0.38,0.38,0.38,0.37,0.37,0.36,0.35,0.34,0.32,0.31,0.3,0.29,0.27,0.26,0.25,0.24
3.4,0.4,0.39,0.39,0.38,0.38,0.37,0.35,0.34,0.33,0.31,0.3,0.29,0.27,0.26,0.25,0.24
3.2,0.41,0.41,0.4,0.39,0.38,0.37,0.36,0.35,0.33,0.32,0.3,0.29,0.27,0.26,0.25,0.24
3.0,0.42,0.42,0.41,0.4,0.39,0.38,0.37,0.35,0.33,0.32,0.3,0.29,0.27,0.26,0.25,0.23
2.8,0.43,0.43,0.43,0.42,0.4,0.39,0.37,0.35,0.34,0.32,0.3,0.28,0.27,0.26,0.24,0.23
2.6,0.45,0.45,0.44,0.43,0.41,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.27,0.25,0.24,0.23
2.4,0.47,0.46,0.46,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.26,0.25,0.23,0.22
2.2,0.49,0.48,0.47,0.46,0.43,0.41,0.39,0.36,0.34,0.31,0.29,0.27,0.26,0.24,0.23,0.22
2.0,0.51,0.5,0.49,0.47,0.45,0.42,0.39,0.36,0.33,0.31,0.29,0.27,0.25,0.24,0.22,0.21
1.8,0.53,0.53,0.51,0.49,0.46,0.42,0.39,0.36,0.33,0.3,0.28,0.26,0.24,0.23,0.22,0.2
1.6,0.56,0.55,0.53,0.5,0.47,0.43,0.39,0.36,0.32,0.3,0.27,0.25,0.24,0.22,0.21,0.2
1.4,0.6,0.59,0.56,0.52,0.48,0.43,0.39,0.35,0.32,0.29,0.26,0.25,0.23,0.21,0.2,0.19
1.2,0.64,0.62,0.59,0.54,0.48,0.43,0.38,0.34,0.31,0.28,0.25,0.24,0.22,0.21,0.19,0.18
1.0,0.68,0.67,0.62,0.55,0.48,0.42,0.37,0.33,0.29,0.26,0.24,0.23,0.21,0.2,0.19,0.18
0.8,0.74,0.72,0.65,0.56,0.48,0.41,0.35,0.31,0.28,0.25,0.23,0.22,0.2,0.19,0.18,0.17
0.6,0.81,0.78,0.69,0.57,0.47,0.39,0.33,0.29,0.26,0.24,0.22,0.21,0.2,0.19,0.18,0.17
0.4,0.89,0.85,0.73,0.57,0.44,0.36,0.31,0.27,0.25,0.23,0.22,0.2,0.19,0.18,0.18,0.17
0.2,0.97,0.93,0.79,0.55,0.41,0.34,0.29,0.26,0.24,0.23,0.21,0.2,0.19,0.18,0.18,0.17
0.0,1.0,1.0,1.0,0.54,0.4,0.33,0.29,0.26,0.24,0.23,0.21,0.2,0.19,0.19,0.18,0.17
