,0.0,1.6,3.2,4.8,6.4,8.0,9.6,11.2,12.8,14.4,16.0,17.6,19.2,20.8,22.4,24.0
32.0,0.4,0.4,0.4,0.39,0.38,0.37,0.36,0.35,0.34,0.32,0.31,0.3,0.28,0.27,0.26,0.24
30.4,0.41,0.41,0.41,0.4,0.39,0.38,0.37,0.36,0.34,0.33,0.31,0.3,0.28,0.27,0.25,0.24
28.8,0.42,0.42,0.42,0.41,0.4,0.39,0.37,0.36,0.34,0.33,0.31,0.3,0.28,0.27,0.25,0.24
27.2,0.43,0.43,0.43,0.42,0.41,0.39,0.38,0.36,0.35,0.33,0.31,0.29,0.28,0.26,0.25,0.23
25.6,0.45,0.44,0.44,0.43,0.42,0.4,0.39,0.37,0.35,0.33,0.31,0.29,0.27,0.26,0.24,0.23
24.0,0.46,0.46,0.45,0.44,0.43,0.41,0.39,0.37,0.35,0.33,0.31,0.29,0.27,0.25,0.24,0.22
22.4,0.48,0.47,0.47,0.45,0.44,0.42,0.4,0.37,0.35,0.33,0.3,0.28,0.26,0.25,0.23,0.21
20.8,0.49,0.49,0.48,0.47,0.45,0.42,0.4,0.37,0.35,0.32,0.3,0.28,0.26,0.24,0.22,0.21
19.2,0.51,0.51,0.5,0.48,0.46,0.43,0.4,0.37,0.35,0.32,0.29,0.27,0.25,0.23,0.21,0.2
17.6,0.53,0.53,0.51,0.49,0.47,0.44,0.4,0.37,0.34,0.31,0.28,0.26,0.24,0.22,0.2,0.19
16.0,0.56,0.55,0.53,0.51,0.48,0.44,0.4,0.37,0.33,0.3,0.27,0.25,0.23,0.21,0.19,0.18
14.4,0.58,0.58,0.56,0.53,0.49,0.44,0.4,0.36,0.32,0.29,0.26,0.24,0.21,0.19,0.18,0.16
12.8,0.61,0.61,0.58,0.54,0.49,0.44,0.4,0.35,0.31,0.28,0.25,0.22,0.2,0.18,0.16,0.15
11.2,0.65,0.64,0.61,0.56,0.5,0.44,0.38,0.33,0.29,0.26,0.23,0.2,0.18,0.17,0.15,0.14
9.6,0.69,0.68,0.64,0.57,0.5,0.43,0.37,0.31,0.27,0.23,0.21,0.18,0.16,0.15,0.14,0.13
8.0,0.74,0.72,0.67,0.59,0.5,0.41,0.34,0.28,0.24,0.21,0.18,0.16,0.15,0.13,0.12,0.11
6.4,0.8,0.77,0.7,0.59,0.48,0.38,0.3,0.25,0.21,0.18,0.16,0.14,0.13,0.12,0.11,0.1
4.8,0.86,0.83,0.74,0.59,0.44,0.33,0.26,0.21,0.17,0.15,0.13,0.12,0.11,0.1,0.09,0.09
3.2,0.93,0.9,0.78,0.56,0.37,0.26,0.2,0.16,0.14,0.12,0.11,0.1,0.09,0.08,0.08,0.08
1.6,0.98,0.97,0.86,0.47,0.26,0.18,0.15,0.12,0.11,0.1,0.09,0.08,0.08,0.07,0.07,0.07
0.0,1.0,1.0,1.0,0.28,0.18,0.14,0.12,0.11,0.1,0.09,0.09,0.08,0.08,0.07,0.07,0.07
