,0.0,4.0,8.0,12.0,16.0,20.0,24.0,28.0,32.0,36.0,40.0,44.0,48.0,52.0,56.0,60.0
80.0,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.15,0.14,0.14,0.13,0.13,0.12,0.11,0.11
76.0,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.15,0.15,0.14,0.13,0.13,0.12,0.11,0.11
72.0,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.16,0.15,0.15,0.14,0.13,0.13,0.12,0.11,0.11
68.0,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.16,0.15,0.15,0.14,0.13,0.12,0.12,0.11,0.1
64.0,0.2,0.2,0.2,0.19,0.19,0.18,0.17,0.16,0.16,0.15,0.14,0.13,0.12,0.12,0.11,0.1
60.0,0.21,0.21,0.2,0.2,0.19,0.18,0.17,0.16,0.16,0.15,0.14,0.13,0.12,0.11,0.11,0.1
56.0,0.21,0.21,0.21,0.2,0.2,0.19,0.18,0.17,0.15,0.14,0.14,0.13,0.12,0.11,0.1,0.1
52.0,0.22,0.22,0.22,0.21,0.2,0.19,0.18,0.17,0.15,0.14,0.13,0.12,0.11,0.11,0.1,0.09
48.0,0.23,0.23,0.22,0.21,0.2,0.19,0.18,0.17,0.15,0.14,0.13,0.12,0.11,0.1,0.1,0.09
44.0,0.24,0.24,0.23,0.22,0.21,0.19,0.18,0.16,0.15,0.14,0.13,0.12,0.11,0.1,0.09,0.08
40.0,0.25,0.25,0.24,0.23,0.21,0.2,0.18,0.16,0.15,0.13,0.12,0.11,0.1,0.09,0.09,0.08
36.0,0.27,0.26,0.25,0.23,0.22,0.2,0.18,0.16,0.14,0.13,0.12,0.1,0.1,0.09,0.08,0.07
32.0,0.28,0.28,0.26,0.24,0.22,0.19,0.17,0.15,0.14,0.12,0.11,0.1,0.09,0.08,0.07,0.07
28.0,0.3,0.29,0.27,0.25,0.22,0.19,0.17,0.14,0.13,0.11,0.1,0.09,0.08,0.08,0.07,0.06
24.0,0.32,0.31,0.29,0.25,0.22,0.18,0.16,0.13,0.12,0.1,0.09,0.08,0.07,0.07,0.06,0.06
20.0,0.36,0.34,0.3,0.25,0.21,0.17,0.14,0.12,0.1,0.09,0.08,0.07,0.07,0.06,0.06,0.05
16.0,0.4,0.37,0.31,0.24,0.19,0.15,0.13,0.11,0.09,0.08,0.07,0.07,0.06,0.06,0.05,0.05
12.0,0.45,0.41,0.31,0.22,0.17,0.13,0.11,0.09,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.04
8.0,0.55,0.44,0.28,0.18,0.13,0.1,0.09,0.07,0.07,0.06,0.05,0.05,0.05,0.04,0.04,0.04
4.0,0.73,0.41,0.19,0.12,0.09,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04
0.0,1.0,0.19,0.12,0.09,0.08,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04
