,0.0,0.4,0.8,1.2,1.6,2.0,2.4,2.8,3.2,3.6,4.0,4.4,4.8,5.2,5.6,6.0
8.0,0.39,0.38,0.38,0.38,0.37,0.36,0.35,0.34,0.33,0.32,0.3,0.29,0.28,0.27,0.26,0.24
7.6,0.4,0.39,0.39,0.39,0.38,0.37,0.36,0.35,0.33,0.32,0.31,0.29,0.28,0.27,0.25,0.24
7.2,0.41,0.4,0.4,0.39,0.39,0.37,0.36,0.35,0.34,0.32,0.31,0.29,0.28,0.26,0.25,0.24
6.8,0.42,0.42,0.41,0.4,0.39,0.38,0.37,0.35,0.34,0.32,0.31,0.29,0.28,0.26,0.25,0.23
6.4,0.43,0.43,0.42,0.41,0.4,0.39,0.37,0.36,0.34,0.32,0.31,0.29,0.27,0.26,0.24,0.23
6.0,0.44,0.44,0.44,0.43,0.41,0.4,0.38,0.36,0.34,0.32,0.3,0.29,0.27,0.25,0.24,0.23
5.6,0.46,0.46,0.45,0.44,0.42,0.4,0.38,0.36,0.34,0.32,0.3,0.28,0.27,0.25,0.23,0.22
5.2,0.47,0.47,0.46,0.45,0.43,0.41,0.39,0.37,0.34,0.32,0.3,0.28,0.26,0.24,0.23,0.21
4.8,0.49,0.49,0.48,0.46,0.44,0.42,0.39,0.37,0.34,0.32,0.29,0.27,0.25,0.24,0.22,0.21
4.4,0.51,0.51,0.5,0.48,0.45,0.43,0.4,0.37,0.34,0.31,0.29,0.27,0.25,0.23,0.21,0.2
4.0,0.54,0.53,0.52,0.49,0.46,0.43,0.4,0.36,0.33,0.3,0.28,0.26,0.24,0.22,0.2,0.19
3.6,0.56,0.56,0.54,0.51,0.47,0.43,0.4,0.36,0.33,0.3,0.27,0.25,0.23,0.21,0.2,0.18
3.2,0.59,0.58,0.56,0.52,0.48,0.44,0.39,0.35,0.32,0.28,0.26,0.23,0.22,0.2,0.19,0.17
2.8,0.63,0.62,0.59,0.54,0.49,0.43,0.38,0.34,0.3,0.27,0.24,0.22,0.2,0.19,0.17,0.16
2.4,0.67,0.65,0.61,0.56,0.49,0.43,0.37,0.32,0.28,0.25,0.23,0.21,0.19,0.18,0.16,0.15
2.0,0.72,0.7,0.64,0.57,0.49,0.41,0.35,0.3,0.26,0.23,0.21,0.19,0.18,0.16,0.15,0.15
1.6,0.78,0.75,0.68,0.58,0.47,0.39,0.32,0.28,0.24,0.22,0.19,0.18,0.17,0.15,0.15,0.14
1.2,0.84,0.81,0.71,0.57,0.45,0.36,0.29,0.25,0.22,0.2,0.18,0.17,0.15,0.15,0.14,0.13
0.8,0.92,0.88,0.75,0.56,0.4,0.31,0.26,0.22,0.2,0.18,0.17,0.16,0.15,0.14,0.13,0.13
0.4,0.97,0.96,0.82,0.51,0.34,0.27,0.23,0.2,0.18,0.17,0.16,0.15,0.14,0.14,0.13,0.13
0.0,1.0,1.0,1.0,0.45,0.31,0.25,0.22,0.2,0.18,0.17,0.16,0.15,0.14,0.14,0.13,0.13
