,0.0,8.0,16.0,24.0,32.0,40.0,48.0,56.0,64.0,72.0,80.0,88.0,96.0,104.0,112.0,120.0
160.0,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.16,0.15,0.15,0.14,0.14,0.13,0.12,0.12,0.11
152.0,0.19,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.15,0.15,0.14,0.13,0.13,0.12,0.11,0.11
144.0,0.19,0.19,0.19,0.19,0.18,0.17,0.17,0.16,0.15,0.15,0.14,0.13,0.13,0.12,0.11,0.11
136.0,0.2,0.2,0.19,0.19,0.18,0.18,0.17,0.16,0.16,0.15,0.14,0.13,0.13,0.12,0.11,0.1
128.0,0.2,0.2,0.2,0.19,0.19,0.18,0.17,0.17,0.16,0.15,0.14,0.13,0.12,0.11,0.11,0.1
120.0,0.21,0.21,0.2,0.2,0.19,0.18,0.18,0.17,0.16,0.15,0.14,0.13,0.12,0.11,0.11,0.1
112.0,0.22,0.22,0.21,0.2,0.2,0.19,0.18,0.17,0.16,0.15,0.14,0.13,0.12,0.11,0.1,0.1
104.0,0.22,0.22,0.22,0.21,0.2,0.19,0.18,0.17,0.15,0.15,0.13,0.12,0.11,0.11,0.1,0.09
96.0,0.23,0.23,0.22,0.22,0.21,0.19,0.18,0.17,0.15,0.14,0.13,0.12,0.11,0.1,0.09,0.09
88.0,0.24,0.24,0.23,0.22,0.21,0.2,0.18,0.17,0.15,0.14,0.13,0.12,0.11,0.1,0.09,0.08
80.0,0.26,0.25,0.24,0.23,0.21,0.2,0.18,0.16,0.15,0.13,0.12,0.11,0.1,0.09,0.08,0.08
72.0,0.27,0.26,0.25,0.24,0.22,0.2,0.18,0.16,0.14,0.13,0.11,0.1,0.09,0.09,0.08,0.07
64.0,0.28,0.28,0.27,0.24,0.22,0.2,0.17,0.15,0.14,0.12,0.11,0.1,0.09,0.08,0.07,0.07
56.0,0.31,0.3,0.28,0.25,0.22,0.19,0.17,0.14,0.13,0.11,0.1,0.09,0.08,0.07,0.07,0.06
48.0,0.33,0.32,0.29,0.25,0.22,0.18,0.16,0.13,0.11,0.1,0.09,0.08,0.07,0.07,0.06,0.06
40.0,0.36,0.34,0.3,0.25,0.21,0.17,0.14,0.12,0.1,0.09,0.08,0.07,0.06,0.06,0.05,0.05
32.0,0.4,0.37,0.31,0.24,0.19,0.15,0.12,0.1,0.09,0.08,0.07,0.06,0.05,0.05,0.05,0.04
24.0,0.46,0.41,0.31,0.22,0.16,0.13,0.1,0.08,0.07,0.06,0.06,0.05,0.05,0.04,0.04,0.04
16.0,0.56,0.44,0.27,0.18,0.12,0.1,0.08,0.07,0.06,0.05,0.05,0.04,0.04,0.04,0.03,0.03
8.0,0.74,0.41,0.18,0.11,0.08,0.07,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03
0.0,1.0,0.14,0.09,0.07,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03
